date,OT
2022/8/30 0:00,1802
2022/8/31 0:00,1797.689941
2022/9/1 0:00,1776.27002
2022/9/2 0:00,1775.400024
2022/9/6 0:00,1765.390015
2022/9/7 0:00,1773.969971
2022/9/8 0:00,1787.22998
2022/9/9 0:00,1820.699951
2022/9/12 0:00,1850.619995
2022/9/13 0:00,1773.859985
2022/9/14 0:00,1773.25
2022/9/15 0:00,1760.199951
2022/9/16 0:00,1738.109985
2022/9/19 0:00,1740.410034
2022/9/20 0:00,1739.170044
2022/9/21 0:00,1721.140015
2022/9/22 0:00,1705.599976
2022/9/23 0:00,1661.339966
2022/9/26 0:00,1663.599976
2022/9/27 0:00,1653.650024
2022/9/28 0:00,1657.449951
2022/9/29 0:00,1640.089966
2022/9/30 0:00,1625.290039
2022/10/3 0:00,1632.359985
2022/10/4 0:00,1687.689941
2022/10/5 0:00,1681.47998
2022/10/6 0:00,1691.829956
2022/10/7 0:00,1634.599976
2022/10/10 0:00,1618.109985
2022/10/11 0:00,1608.73999
2022/10/12 0:00,1612.189941
2022/10/13 0:00,1576.76001
2022/10/14 0:00,1620.920044
2022/10/17 0:00,1649.089966
2022/10/18 0:00,1669.77002
2022/10/19 0:00,1662.699951
2022/10/20 0:00,1660.02002
2022/10/21 0:00,1654.810059
2022/10/24 0:00,1697.589966
2022/10/25 0:00,1725.869995
2022/10/26 0:00,1724.069946
2022/10/27 0:00,1708.859985
2022/10/28 0:00,1709.22998
2022/10/31 0:00,1735.609985
2022/11/1 0:00,1723.670044
2022/11/2 0:00,1684.680054
2022/11/3 0:00,1657.420044
2022/11/4 0:00,1655.579956
2022/11/7 0:00,1682.920044
2022/11/8 0:00,1691.589966
2022/11/9 0:00,1670.670044
2022/11/10 0:00,1723.420044
2022/11/11 0:00,1760.73999
2022/11/14 0:00,1773.369995
2022/11/15 0:00,1771.050049
2022/11/16 0:00,1772.52002
2022/11/17 0:00,1753.319946
2022/11/18 0:00,1764.77002
2022/11/21 0:00,1761.23999
2022/11/22 0:00,1767.77002
2022/11/23 0:00,1788.540039
2022/11/25 0:00,1798.280029
2022/11/28 0:00,1769.859985
2022/11/29 0:00,1757.839966
2022/11/30 0:00,1759.319946
2022/12/1 0:00,1810.77002
2022/12/2 0:00,1800.849976
2022/12/5 0:00,1783.050049
2022/12/6 0:00,1750.48999
2022/12/7 0:00,1749
2022/12/8 0:00,1753.660034
2022/12/9 0:00,1757.630005
2022/12/12 0:00,1759.5
2022/12/13 0:00,1783.800049
2022/12/14 0:00,1770.290039
2022/12/15 0:00,1729.689941
2022/12/16 0:00,1709.099976
2022/12/19 0:00,1694.569946
2022/12/20 0:00,1690.930054
2022/12/21 0:00,1710.839966
2022/12/22 0:00,1675.709961
2022/12/23 0:00,1688.339966
2022/12/27 0:00,1693.560059
2022/12/28 0:00,1679.23999
2022/12/29 0:00,1692.060059
2022/12/30 0:00,1690.380005
2023/1/3 0:00,1687.800049
2023/1/4 0:00,1692.640015
2023/1/5 0:00,1688.130005
2023/1/6 0:00,1687.609985
2023/1/9 0:00,1724.800049
2023/1/10 0:00,1718.959961
2023/1/11 0:00,1740.910034
2023/1/12 0:00,1745.969971
2023/1/13 0:00,1751.550049
2023/1/17 0:00,1768.550049
2023/1/18 0:00,1743.609985
2023/1/19 0:00,1726.329956
2023/1/20 0:00,1733.579956
2023/1/23 0:00,1766.069946
2023/1/24 0:00,1775.73999
2023/1/25 0:00,1755.680054
2023/1/26 0:00,1787
2023/1/27 0:00,1804.76001
2023/1/30 0:00,1789.650024
2023/1/31 0:00,1790.97998
2023/2/1 0:00,1798.689941
2023/2/2 0:00,1852.400024
2023/2/3 0:00,1844.910034
2023/2/6 0:00,1834.619995
